period,medication_id,medication_name,category,opening_stock,quantity_sold,quantity_restocked,closing_stock,reorder_point,unit_cost
2024-02,MED011,Augmentin 875mg,Antibiotique,150,270,120,0,20,15.0
2024-03,MED011,Augmentin 875mg,Antibiotique,137,257,120,0,20,15.0
2024-04,MED011,Augmentin 875mg,Antibiotique,71,191,120,0,20,15.0
2024-05,MED011,Augmentin 875mg,Antibiotique,54,174,120,0,20,15.0
2024-06,MED011,Augmentin 875mg,Antibiotique,35,155,120,0,20,15.0
2024-07,MED011,Augmentin 875mg,Antibiotique,38,158,120,0,20,15.0
2024-08,MED011,Augmentin 875mg,Antibiotique,59,179,120,0,20,15.0
2024-09,MED011,Augmentin 875mg,Antibiotique,100,220,120,0,20,15.0
2024-10,MED011,Augmentin 875mg,Antibiotique,152,272,120,0,20,15.0
2024-11,MED011,Augmentin 875mg,Antibiotique,200,320,120,0,20,15.0
2024-12,MED011,Augmentin 875mg,Antibiotique,263,383,120,0,20,15.0
2025-01,MED011,Augmentin 875mg,Antibiotique,240,360,120,0,20,15.0
2025-02,MED011,Augmentin 875mg,Antibiotique,152,272,120,0,20,15.0
2025-03,MED011,Augmentin 875mg,Antibiotique,137,257,120,0,20,15.0
2020-01,MED012,Ventoline 100mcg,Respiratoire,184,184,0,0,15,14.0
2020-02,MED012,Ventoline 100mcg,Respiratoire,59,149,90,0,15,14.0
2020-03,MED012,Ventoline 100mcg,Respiratoire,32,122,90,0,15,14.0
2020-04,MED012,Ventoline 100mcg,Respiratoire,6,96,90,0,15,14.0
2020-05,MED012,Ventoline 100mcg,Respiratoire,0,70,90,20,15,14.0
2020-06,MED012,Ventoline 100mcg,Respiratoire,20,57,90,53,15,14.0
2020-07,MED012,Ventoline 100mcg,Respiratoire,61,61,0,0,15,14.0
2020-08,MED012,Ventoline 100mcg,Respiratoire,0,68,90,22,15,14.0
2020-09,MED012,Ventoline 100mcg,Respiratoire,22,99,90,13,15,14.0
2020-10,MED012,Ventoline 100mcg,Respiratoire,37,127,90,0,15,14.0
2020-11,MED012,Ventoline 100mcg,Respiratoire,57,147,90,0,15,14.0
2020-12,MED012,Ventoline 100mcg,Respiratoire,80,170,90,0,15,14.0
2021-01,MED012,Ventoline 100mcg,Respiratoire,97,187,90,0,15,14.0
2021-02,MED012,Ventoline 100mcg,Respiratoire,59,149,90,0,15,14.0
2021-03,MED012,Ventoline 100mcg,Respiratoire,37,127,90,0,15,14.0
2021-04,MED012,Ventoline 100mcg,Respiratoire,2,92,90,0,15,14.0
2021-05,MED012,Ventoline 100mcg,Respiratoire,0,70,90,20,15,14.0
2021-06,MED012,Ventoline 100mcg,Respiratoire,20,60,90,50,15,14.0
2021-07,MED012,Ventoline 100mcg,Respiratoire,64,64,0,0,15,14.0
2021-08,MED012,Ventoline 100mcg,Respiratoire,0,73,90,17,15,14.0
2021-09,MED012,Ventoline 100mcg,Respiratoire,17,97,90,10,15,14.0
2021-10,MED012,Ventoline 100mcg,Respiratoire,39,129,90,0,15,14.0
2021-11,MED012,Ventoline 100mcg,Respiratoire,66,156,90,0,15,14.0
2021-12,MED012,Ventoline 100mcg,Respiratoire,100,190,90,0,15,14.0
2022-01,MED012,Ventoline 100mcg,Respiratoire,107,197,90,0,15,14.0
2022-02,MED012,Ventoline 100mcg,Respiratoire,63,153,90,0,15,14.0
2022-03,MED012,Ventoline 100mcg,Respiratoire,31,121,90,0,15,14.0
2022-04,MED012,Ventoline 100mcg,Respiratoire,13,103,90,0,15,14.0
2022-05,MED012,Ventoline 100mcg,Respiratoire,0,79,90,11,15,14.0
2022-06,MED012,Ventoline 100mcg,Respiratoire,11,60,90,41,15,14.0
2022-07,MED012,Ventoline 100mcg,Respiratoire,62,62,0,0,15,14.0
2022-08,MED012,Ventoline 100mcg,Respiratoire,0,78,90,12,15,14.0
2022-09,MED012,Ventoline 100mcg,Respiratoire,12,100,90,2,15,14.0
2022-10,MED012,Ventoline 100mcg,Respiratoire,40,130,90,0,15,14.0
2022-11,MED012,Ventoline 100mcg,Respiratoire,59,149,90,0,15,14.0
2022-12,MED012,Ventoline 100mcg,Respiratoire,87,177,90,0,15,14.0
2023-01,MED012,Ventoline 100mcg,Respiratoire,117,207,90,0,15,14.0
2023-02,MED012,Ventoline 100mcg,Respiratoire,79,169,90,0,15,14.0
2023-03,MED012,Ventoline 100mcg,Respiratoire,44,134,90,0,15,14.0
2023-04,MED012,Ventoline 100mcg,Respiratoire,9,99,90,0,15,14.0
2023-05,MED012,Ventoline 100mcg,Respiratoire,0,82,90,8,15,14.0
2023-06,MED012,Ventoline 100mcg,Respiratoire,8,69,90,29,15,14.0
2023-07,MED012,Ventoline 100mcg,Respiratoire,29,67,90,52,15,14.0
2023-08,MED012,Ventoline 100mcg,Respiratoire,81,81,0,0,15,14.0
2023-09,MED012,Ventoline 100mcg,Respiratoire,15,105,90,0,15,14.0
2023-10,MED012,Ventoline 100mcg,Respiratoire,36,126,90,0,15,14.0
2023-11,MED012,Ventoline 100mcg,Respiratoire,75,165,90,0,15,14.0
2023-12,MED012,Ventoline 100mcg,Respiratoire,110,200,90,0,15,14.0
2024-01,MED012,Ventoline 100mcg,Respiratoire,117,207,90,0,15,14.0
2024-02,MED012,Ventoline 100mcg,Respiratoire,69,159,90,0,15,14.0
2024-03,MED012,Ventoline 100mcg,Respiratoire,44,134,90,0,15,14.0
2024-04,MED012,Ventoline 100mcg,Respiratoire,11,101,90,0,15,14.0
2024-05,MED012,Ventoline 100mcg,Respiratoire,0,81,90,9,15,14.0
2024-06,MED012,Ventoline 100mcg,Respiratoire,9,62,90,37,15,14.0
2024-07,MED012,Ventoline 100mcg,Respiratoire,69,69,0,0,15,14.0
2024-08,MED012,Ventoline 100mcg,Respiratoire,0,81,90,9,15,14.0
2024-09,MED012,Ventoline 100mcg,Respiratoire,17,107,90,0,15,14.0
2024-10,MED012,Ventoline 100mcg,Respiratoire,48,138,90,0,15,14.0
2024-11,MED012,Ventoline 100mcg,Respiratoire,64,154,90,0,15,14.0
2024-12,MED012,Ventoline 100mcg,Respiratoire,97,187,90,0,15,14.0
2025-01,MED012,Ventoline 100mcg,Respiratoire,112,202,90,0,15,14.0
2025-02,MED012,Ventoline 100mcg,Respiratoire,74,164,90,0,15,14.0
2025-03,MED012,Ventoline 100mcg,Respiratoire,45,135,90,0,15,14.0
2020-01,MED013,Atorvastatine 20mg,Cardiovasculaire,233,233,0,0,25,7.0
2020-02,MED013,Atorvastatine 20mg,Cardiovasculaire,37,187,150,0,25,7.0
2020-03,MED013,Atorvastatine 20mg,Cardiovasculaire,50,200,150,0,25,7.0
2020-04,MED013,Atorvastatine 20mg,Cardiovasculaire,52,202,150,0,25,7.0
2020-05,MED013,Atorvastatine 20mg,Cardiovasculaire,41,191,150,0,25,7.0
2020-06,MED013,Atorvastatine 20mg,Cardiovasculaire,45,195,150,0,25,7.0
2020-07,MED013,Atorvastatine 20mg,Cardiovasculaire,56,206,150,0,25,7.0
2020-08,MED013,Atorvastatine 20mg,Cardiovasculaire,45,195,150,0,25,7.0
2020-09,MED013,Atorvastatine 20mg,Cardiovasculaire,51,201,150,0,25,7.0
2020-10,MED013,Atorvastatine 20mg,Cardiovasculaire,46,196,150,0,25,7.0
2020-11,MED013,Atorvastatine 20mg,Cardiovasculaire,72,222,150,0,25,7.0
2020-12,MED013,Atorvastatine 20mg,Cardiovasculaire,74,224,150,0,25,7.0
2021-01,MED013,Atorvastatine 20mg,Cardiovasculaire,79,229,150,0,25,7.0
2021-02,MED013,Atorvastatine 20mg,Cardiovasculaire,28,178,150,0,25,7.0
2021-03,MED013,Atorvastatine 20mg,Cardiovasculaire,59,209,150,0,25,7.0
2021-04,MED013,Atorvastatine 20mg,Cardiovasculaire,61,211,150,0,25,7.0
2021-05,MED013,Atorvastatine 20mg,Cardiovasculaire,53,203,150,0,25,7.0
2021-06,MED013,Atorvastatine 20mg,Cardiovasculaire,42,192,150,0,25,7.0
2021-07,MED013,Atorvastatine 20mg,Cardiovasculaire,52,202,150,0,25,7.0
2021-08,MED013,Atorvastatine 20mg,Cardiovasculaire,63,213,150,0,25,7.0
2021-09,MED013,Atorvastatine 20mg,Cardiovasculaire,49,199,150,0,25,7.0
2021-10,MED013,Atorvastatine 20mg,Cardiovasculaire,58,208,150,0,25,7.0
2021-11,MED013,Atorvastatine 20mg,Cardiovasculaire,69,219,150,0,25,7.0
2021-12,MED013,Atorvastatine 20mg,Cardiovasculaire,91,241,150,0,25,7.0
2022-01,MED013,Atorvastatine 20mg,Cardiovasculaire,77,227,150,0,25,7.0
2022-02,MED013,Atorvastatine 20mg,Cardiovasculaire,38,188,150,0,25,7.0
2022-03,MED013,Atorvastatine 20mg,Cardiovasculaire,68,218,150,0,25,7.0
2022-04,MED013,Atorvastatine 20mg,Cardiovasculaire,64,214,150,0,25,7.0
2022-05,MED013,Atorvastatine 20mg,Cardiovasculaire,59,209,150,0,25,7.0
2022-06,MED013,Atorvastatine 20mg,Cardiovasculaire,53,203,150,0,25,7.0
2022-07,MED013,Atorvastatine 20mg,Cardiovasculaire,64,214,150,0,25,7.0
2022-08,MED013,Atorvastatine 20mg,Cardiovasculaire,67,217,150,0,25,7.0
2022-09,MED013,Atorvastatine 20mg,Cardiovasculaire,59,209,150,0,25,7.0
2022-10,MED013,Atorvastatine 20mg,Cardiovasculaire,69,219,150,0,25,7.0
2022-11,MED013,Atorvastatine 20mg,Cardiovasculaire,81,231,150,0,25,7.0
2022-12,MED013,Atorvastatine 20mg,Cardiovasculaire,81,231,150,0,25,7.0
2023-01,MED013,Atorvastatine 20mg,Cardiovasculaire,81,231,150,0,25,7.0
2023-02,MED013,Atorvastatine 20mg,Cardiovasculaire,54,204,150,0,25,7.0
2023-03,MED013,Atorvastatine 20mg,Cardiovasculaire,67,217,150,0,25,7.0
2023-04,MED013,Atorvastatine 20mg,Cardiovasculaire,53,203,150,0,25,7.0
2023-05,MED013,Atorvastatine 20mg,Cardiovasculaire,63,213,150,0,25,7.0
2023-06,MED013,Atorvastatine 20mg,Cardiovasculaire,57,207,150,0,25,7.0
2023-07,MED013,Atorvastatine 20mg,Cardiovasculaire,71,221,150,0,25,7.0
2023-08,MED013,Atorvastatine 20mg,Cardiovasculaire,72,222,150,0,25,7.0
2023-09,MED013,Atorvastatine 20mg,Cardiovasculaire,56,206,150,0,25,7.0
2023-10,MED013,Atorvastatine 20mg,Cardiovasculaire,71,221,150,0,25,7.0
2023-11,MED013,Atorvastatine 20mg,Cardiovasculaire,83,233,150,0,25,7.0
2023-12,MED013,Atorvastatine 20mg,Cardiovasculaire,92,242,150,0,25,7.0
2024-01,MED013,Atorvastatine 20mg,Cardiovasculaire,101,251,150,0,25,7.0
2024-02,MED013,Atorvastatine 20mg,Cardiovasculaire,53,203,150,0,25,7.0
2024-03,MED013,Atorvastatine 20mg,Cardiovasculaire,79,229,150,0,25,7.0
2024-04,MED013,Atorvastatine 20mg,Cardiovasculaire,65,215,150,0,25,7.0
2024-05,MED013,Atorvastatine 20mg,Cardiovasculaire,86,236,150,0,25,7.0
2024-06,MED013,Atorvastatine 20mg,Cardiovasculaire,65,215,150,0,25,7.0
2024-07,MED013,Atorvastatine 20mg,Cardiovasculaire,80,230,150,0,25,7.0
2024-08,MED013,Atorvastatine 20mg,Cardiovasculaire,80,230,150,0,25,7.0
2024-09,MED013,Atorvastatine 20mg,Cardiovasculaire,68,218,150,0,25,7.0
2024-10,MED013,Atorvastatine 20mg,Cardiovasculaire,77,227,150,0,25,7.0
2024-11,MED013,Atorvastatine 20mg,Cardiovasculaire,79,229,150,0,25,7.0
2024-12,MED013,Atorvastatine 20mg,Cardiovasculaire,106,256,150,0,25,7.0
2025-01,MED013,Atorvastatine 20mg,Cardiovasculaire,102,252,150,0,25,7.0
2025-02,MED013,Atorvastatine 20mg,Cardiovasculaire,48,198,150,0,25,7.0
2025-03,MED013,Atorvastatine 20mg,Cardiovasculaire,74,224,150,0,25,7.0
2020-01,MED014,Lévothyroxine 50mcg,Thyroïde,133,133,0,0,20,5.5
2020-02,MED014,Lévothyroxine 50mcg,Thyroïde,1,121,120,0,20,5.5
2020-03,MED014,Lévothyroxine 50mcg,Thyroïde,15,135,120,0,20,5.5
2020-04,MED014,Lévothyroxine 50mcg,Thyroïde,19,139,120,0,20,5.5
2020-05,MED014,Lévothyroxine 50mcg,Thyroïde,14,134,120,0,20,5.5
2020-06,MED014,Lévothyroxine 50mcg,Thyroïde,14,134,120,0,20,5.5
2020-07,MED014,Lévothyroxine 50mcg,Thyroïde,23,143,120,0,20,5.5
2020-08,MED014,Lévothyroxine 50mcg,Thyroïde,18,138,120,0,20,5.5
2020-09,MED014,Lévothyroxine 50mcg,Thyroïde,20,140,120,0,20,5.5
2020-10,MED014,Lévothyroxine 50mcg,Thyroïde,29,149,120,0,20,5.5
2020-11,MED014,Lévothyroxine 50mcg,Thyroïde,15,135,120,0,20,5.5
2020-12,MED014,Lévothyroxine 50mcg,Thyroïde,19,139,120,0,20,5.5
2021-01,MED014,Lévothyroxine 50mcg,Thyroïde,28,148,120,0,20,5.5
2021-02,MED014,Lévothyroxine 50mcg,Thyroïde,12,132,120,0,20,5.5
2021-03,MED014,Lévothyroxine 50mcg,Thyroïde,28,148,120,0,20,5.5
2021-04,MED014,Lévothyroxine 50mcg,Thyroïde,21,141,120,0,20,5.5
2021-05,MED014,Lévothyroxine 50mcg,Thyroïde,27,147,120,0,20,5.5
2021-06,MED014,Lévothyroxine 50mcg,Thyroïde,13,133,120,0,20,5.5
2021-07,MED014,Lévothyroxine 50mcg,Thyroïde,28,148,120,0,20,5.5
2021-08,MED014,Lévothyroxine 50mcg,Thyroïde,17,137,120,0,20,5.5
2021-09,MED014,Lévothyroxine 50mcg,Thyroïde,16,136,120,0,20,5.5
2021-10,MED014,Lévothyroxine 50mcg,Thyroïde,27,147,120,0,20,5.5
2021-11,MED014,Lévothyroxine 50mcg,Thyroïde,16,136,120,0,20,5.5
2021-12,MED014,Lévothyroxine 50mcg,Thyroïde,31,151,120,0,20,5.5
2022-01,MED014,Lévothyroxine 50mcg,Thyroïde,23,143,120,0,20,5.5
2022-02,MED014,Lévothyroxine 50mcg,Thyroïde,8,128,120,0,20,5.5
2022-03,MED014,Lévothyroxine 50mcg,Thyroïde,30,150,120,0,20,5.5
2022-04,MED014,Lévothyroxine 50mcg,Thyroïde,23,143,120,0,20,5.5
2022-05,MED014,Lévothyroxine 50mcg,Thyroïde,30,150,120,0,20,5.5
2022-06,MED014,Lévothyroxine 50mcg,Thyroïde,19,139,120,0,20,5.5
2022-07,MED014,Lévothyroxine 50mcg,Thyroïde,27,147,120,0,20,5.5
2022-08,MED014,Lévothyroxine 50mcg,Thyroïde,30,150,120,0,20,5.5
2022-09,MED014,Lévothyroxine 50mcg,Thyroïde,26,146,120,0,20,5.5
2022-10,MED014,Lévothyroxine 50mcg,Thyroïde,37,157,120,0,20,5.5
2022-11,MED014,Lévothyroxine 50mcg,Thyroïde,31,151,120,0,20,5.5
2022-12,MED014,Lévothyroxine 50mcg,Thyroïde,36,156,120,0,20,5.5
2023-01,MED014,Lévothyroxine 50mcg,Thyroïde,21,141,120,0,20,5.5
2023-02,MED014,Lévothyroxine 50mcg,Thyroïde,15,135,120,0,20,5.5
2023-03,MED014,Lévothyroxine 50mcg,Thyroïde,34,154,120,0,20,5.5
2023-04,MED014,Lévothyroxine 50mcg,Thyroïde,26,146,120,0,20,5.5
2023-05,MED014,Lévothyroxine 50mcg,Thyroïde,35,155,120,0,20,5.5
2023-06,MED014,Lévothyroxine 50mcg,Thyroïde,35,155,120,0,20,5.5
2023-07,MED014,Lévothyroxine 50mcg,Thyroïde,33,153,120,0,20,5.5
2023-08,MED014,Lévothyroxine 50mcg,Thyroïde,31,151,120,0,20,5.5
2023-09,MED014,Lévothyroxine 50mcg,Thyroïde,36,156,120,0,20,5.5
2023-10,MED014,Lévothyroxine 50mcg,Thyroïde,29,149,120,0,20,5.5
2023-11,MED014,Lévothyroxine 50mcg,Thyroïde,32,152,120,0,20,5.5
2023-12,MED014,Lévothyroxine 50mcg,Thyroïde,40,160,120,0,20,5.5
2024-01,MED014,Lévothyroxine 50mcg,Thyroïde,35,155,120,0,20,5.5
2024-02,MED014,Lévothyroxine 50mcg,Thyroïde,28,148,120,0,20,5.5
2024-03,MED014,Lévothyroxine 50mcg,Thyroïde,37,157,120,0,20,5.5
2024-04,MED014,Lévothyroxine 50mcg,Thyroïde,38,158,120,0,20,5.5
2024-05,MED014,Lévothyroxine 50mcg,Thyroïde,34,154,120,0,20,5.5
2024-06,MED014,Lévothyroxine 50mcg,Thyroïde,29,149,120,0,20,5.5
2024-07,MED014,Lévothyroxine 50mcg,Thyroïde,36,156,120,0,20,5.5
2024-08,MED014,Lévothyroxine 50mcg,Thyroïde,33,153,120,0,20,5.5
2024-09,MED014,Lévothyroxine 50mcg,Thyroïde,31,151,120,0,20,5.5
2024-10,MED014,Lévothyroxine 50mcg,Thyroïde,53,173,120,0,20,5.5
2024-11,MED014,Lévothyroxine 50mcg,Thyroïde,32,152,120,0,20,5.5
2024-12,MED014,Lévothyroxine 50mcg,Thyroïde,37,157,120,0,20,5.5
2025-01,MED014,Lévothyroxine 50mcg,Thyroïde,47,167,120,0,20,5.5
2025-02,MED014,Lévothyroxine 50mcg,Thyroïde,26,146,120,0,20,5.5
2025-03,MED014,Lévothyroxine 50mcg,Thyroïde,41,161,120,0,20,5.5
2020-01,MED015,Pantoprazole 40mg,Gastrique,234,234,0,0,30,6.0
2020-02,MED015,Pantoprazole 40mg,Gastrique,42,222,180,0,30,6.0
2020-03,MED015,Pantoprazole 40mg,Gastrique,49,229,180,0,30,6.0
2020-04,MED015,Pantoprazole 40mg,Gastrique,52,232,180,0,30,6.0
2020-05,MED015,Pantoprazole 40mg,Gastrique,90,270,180,0,30,6.0
2020-06,MED015,Pantoprazole 40mg,Gastrique,86,266,180,0,30,6.0
2020-07,MED015,Pantoprazole 40mg,Gastrique,57,237,180,0,30,6.0
2020-08,MED015,Pantoprazole 40mg,Gastrique,61,241,180,0,30,6.0
2020-09,MED015,Pantoprazole 40mg,Gastrique,52,232,180,0,30,6.0
2020-10,MED015,Pantoprazole 40mg,Gastrique,59,239,180,0,30,6.0
2020-11,MED015,Pantoprazole 40mg,Gastrique,43,223,180,0,30,6.0
2020-12,MED015,Pantoprazole 40mg,Gastrique,56,236,180,0,30,6.0
2021-01,MED015,Pantoprazole 40mg,Gastrique,61,241,180,0,30,6.0
2021-02,MED015,Pantoprazole 40mg,Gastrique,24,204,180,0,30,6.0
2021-03,MED015,Pantoprazole 40mg,Gastrique,63,243,180,0,30,6.0
2021-04,MED015,Pantoprazole 40mg,Gastrique,59,239,180,0,30,6.0
2021-05,MED015,Pantoprazole 40mg,Gastrique,88,268,180,0,30,6.0
2021-06,MED015,Pantoprazole 40mg,Gastrique,85,265,180,0,30,6.0
2021-07,MED015,Pantoprazole 40mg,Gastrique,57,237,180,0,30,6.0
2021-08,MED015,Pantoprazole 40mg,Gastrique,44,224,180,0,30,6.0
2021-09,MED015,Pantoprazole 40mg,Gastrique,62,242,180,0,30,6.0
2021-10,MED015,Pantoprazole 40mg,Gastrique,64,244,180,0,30,6.0
2021-11,MED015,Pantoprazole 40mg,Gastrique,55,235,180,0,30,6.0
2021-12,MED015,Pantoprazole 40mg,Gastrique,71,251,180,0,30,6.0
2022-01,MED015,Pantoprazole 40mg,Gastrique,68,248,180,0,30,6.0
2022-02,MED015,Pantoprazole 40mg,Gastrique,41,221,180,0,30,6.0
2022-03,MED015,Pantoprazole 40mg,Gastrique,65,245,180,0,30,6.0
2022-04,MED015,Pantoprazole 40mg,Gastrique,81,261,180,0,30,6.0
2022-05,MED015,Pantoprazole 40mg,Gastrique,106,286,180,0,30,6.0
2022-06,MED015,Pantoprazole 40mg,Gastrique,73,253,180,0,30,6.0
2022-07,MED015,Pantoprazole 40mg,Gastrique,74,254,180,0,30,6.0
2022-08,MED015,Pantoprazole 40mg,Gastrique,73,253,180,0,30,6.0
2022-09,MED015,Pantoprazole 40mg,Gastrique,62,242,180,0,30,6.0
2022-10,MED015,Pantoprazole 40mg,Gastrique,70,250,180,0,30,6.0
2022-11,MED015,Pantoprazole 40mg,Gastrique,60,240,180,0,30,6.0
2022-12,MED015,Pantoprazole 40mg,Gastrique,66,246,180,0,30,6.0
2023-01,MED015,Pantoprazole 40mg,Gastrique,72,252,180,0,30,6.0
2023-02,MED015,Pantoprazole 40mg,Gastrique,51,231,180,0,30,6.0
2023-03,MED015,Pantoprazole 40mg,Gastrique,76,256,180,0,30,6.0
2023-04,MED015,Pantoprazole 40mg,Gastrique,98,278,180,0,30,6.0
2023-05,MED015,Pantoprazole 40mg,Gastrique,133,313,180,0,30,6.0
2023-06,MED015,Pantoprazole 40mg,Gastrique,89,269,180,0,30,6.0
2023-07,MED015,Pantoprazole 40mg,Gastrique,63,243,180,0,30,6.0
2023-08,MED015,Pantoprazole 40mg,Gastrique,83,263,180,0,30,6.0
2023-09,MED015,Pantoprazole 40mg,Gastrique,66,246,180,0,30,6.0
2023-10,MED015,Pantoprazole 40mg,Gastrique,77,257,180,0,30,6.0
2023-11,MED015,Pantoprazole 40mg,Gastrique,70,250,180,0,30,6.0
2023-12,MED015,Pantoprazole 40mg,Gastrique,78,258,180,0,30,6.0
2024-01,MED015,Pantoprazole 40mg,Gastrique,86,266,180,0,30,6.0
2024-02,MED015,Pantoprazole 40mg,Gastrique,64,244,180,0,30,6.0
2024-03,MED015,Pantoprazole 40mg,Gastrique,87,267,180,0,30,6.0
2024-04,MED015,Pantoprazole 40mg,Gastrique,94,274,180,0,30,6.0
2024-05,MED015,Pantoprazole 40mg,Gastrique,126,306,180,0,30,6.0
2024-06,MED015,Pantoprazole 40mg,Gastrique,113,293,180,0,30,6.0
2024-07,MED015,Pantoprazole 40mg,Gastrique,83,263,180,0,30,6.0
2024-08,MED015,Pantoprazole 40mg,Gastrique,74,254,180,0,30,6.0
2024-09,MED015,Pantoprazole 40mg,Gastrique,70,250,180,0,30,6.0
2024-10,MED015,Pantoprazole 40mg,Gastrique,93,273,180,0,30,6.0
2024-11,MED015,Pantoprazole 40mg,Gastrique,75,255,180,0,30,6.0
2024-12,MED015,Pantoprazole 40mg,Gastrique,86,266,180,0,30,6.0
2025-01,MED015,Pantoprazole 40mg,Gastrique,94,274,180,0,30,6.0
2025-02,MED015,Pantoprazole 40mg,Gastrique,64,244,180,0,30,6.0
2025-03,MED015,Pantoprazole 40mg,Gastrique,89,269,180,0,30,6.0
2020-01,MED016,Sertraline 50mg,Psychiatrique,110,110,0,0,15,9.0
2020-02,MED016,Sertraline 50mg,Psychiatrique,9,99,90,0,15,9.0
2020-03,MED016,Sertraline 50mg,Psychiatrique,16,106,90,0,15,9.0
2020-04,MED016,Sertraline 50mg,Psychiatrique,11,101,90,0,15,9.0
2020-05,MED016,Sertraline 50mg,Psychiatrique,15,105,90,0,15,9.0
2020-06,MED016,Sertraline 50mg,Psychiatrique,0,90,90,0,15,9.0
2020-07,MED016,Sertraline 50mg,Psychiatrique,5,95,90,0,15,9.0
2020-08,MED016,Sertraline 50mg,Psychiatrique,14,104,90,0,15,9.0
2020-09,MED016,Sertraline 50mg,Psychiatrique,18,108,90,0,15,9.0
2020-10,MED016,Sertraline 50mg,Psychiatrique,22,112,90,0,15,9.0
2020-11,MED016,Sertraline 50mg,Psychiatrique,15,105,90,0,15,9.0
2020-12,MED016,Sertraline 50mg,Psychiatrique,30,120,90,0,15,9.0
2021-01,MED016,Sertraline 50mg,Psychiatrique,20,110,90,0,15,9.0
2021-02,MED016,Sertraline 50mg,Psychiatrique,13,103,90,0,15,9.0
2021-03,MED016,Sertraline 50mg,Psychiatrique,25,115,90,0,15,9.0
2021-04,MED016,Sertraline 50mg,Psychiatrique,16,106,90,0,15,9.0
2021-05,MED016,Sertraline 50mg,Psychiatrique,22,112,90,0,15,9.0
2021-06,MED016,Sertraline 50mg,Psychiatrique,7,97,90,0,15,9.0
2021-07,MED016,Sertraline 50mg,Psychiatrique,14,104,90,0,15,9.0
2021-08,MED016,Sertraline 50mg,Psychiatrique,22,112,90,0,15,9.0
2021-09,MED016,Sertraline 50mg,Psychiatrique,18,108,90,0,15,9.0
2021-10,MED016,Sertraline 50mg,Psychiatrique,21,111,90,0,15,9.0
2021-11,MED016,Sertraline 50mg,Psychiatrique,26,116,90,0,15,9.0
2021-12,MED016,Sertraline 50mg,Psychiatrique,41,131,90,0,15,9.0
2022-01,MED016,Sertraline 50mg,Psychiatrique,24,114,90,0,15,9.0
2022-02,MED016,Sertraline 50mg,Psychiatrique,16,106,90,0,15,9.0
2022-03,MED016,Sertraline 50mg,Psychiatrique,27,117,90,0,15,9.0
2022-04,MED016,Sertraline 50mg,Psychiatrique,20,110,90,0,15,9.0
2022-05,MED016,Sertraline 50mg,Psychiatrique,23,113,90,0,15,9.0
2022-06,MED016,Sertraline 50mg,Psychiatrique,4,94,90,0,15,9.0
2022-07,MED016,Sertraline 50mg,Psychiatrique,13,103,90,0,15,9.0
2022-08,MED016,Sertraline 50mg,Psychiatrique,29,119,90,0,15,9.0
2022-09,MED016,Sertraline 50mg,Psychiatrique,23,113,90,0,15,9.0
2022-10,MED016,Sertraline 50mg,Psychiatrique,26,116,90,0,15,9.0
2022-11,MED016,Sertraline 50mg,Psychiatrique,38,128,90,0,15,9.0
2022-12,MED016,Sertraline 50mg,Psychiatrique,38,128,90,0,15,9.0
2023-01,MED016,Sertraline 50mg,Psychiatrique,28,118,90,0,15,9.0
2023-02,MED016,Sertraline 50mg,Psychiatrique,13,103,90,0,15,9.0
2023-03,MED016,Sertraline 50mg,Psychiatrique,31,121,90,0,15,9.0
2023-04,MED016,Sertraline 50mg,Psychiatrique,24,114,90,0,15,9.0
2023-05,MED016,Sertraline 50mg,Psychiatrique,24,114,90,0,15,9.0
2023-06,MED016,Sertraline 50mg,Psychiatrique,10,100,90,0,15,9.0
2023-07,MED016,Sertraline 50mg,Psychiatrique,17,107,90,0,15,9.0
2023-08,MED016,Sertraline 50mg,Psychiatrique,32,122,90,0,15,9.0
2023-09,MED016,Sertraline 50mg,Psychiatrique,30,120,90,0,15,9.0
2023-10,MED016,Sertraline 50mg,Psychiatrique,30,120,90,0,15,9.0
2023-11,MED016,Sertraline 50mg,Psychiatrique,42,132,90,0,15,9.0
2023-12,MED016,Sertraline 50mg,Psychiatrique,41,131,90,0,15,9.0
2024-01,MED016,Sertraline 50mg,Psychiatrique,30,120,90,0,15,9.0
2024-02,MED016,Sertraline 50mg,Psychiatrique,22,112,90,0,15,9.0
2024-03,MED016,Sertraline 50mg,Psychiatrique,27,117,90,0,15,9.0
2024-04,MED016,Sertraline 50mg,Psychiatrique,25,115,90,0,15,9.0
2024-05,MED016,Sertraline 50mg,Psychiatrique,34,124,90,0,15,9.0
2024-06,MED016,Sertraline 50mg,Psychiatrique,16,106,90,0,15,9.0
2024-07,MED016,Sertraline 50mg,Psychiatrique,20,110,90,0,15,9.0
2024-08,MED016,Sertraline 50mg,Psychiatrique,34,124,90,0,15,9.0
2024-09,MED016,Sertraline 50mg,Psychiatrique,30,120,90,0,15,9.0
2024-10,MED016,Sertraline 50mg,Psychiatrique,33,123,90,0,15,9.0
2024-11,MED016,Sertraline 50mg,Psychiatrique,41,131,90,0,15,9.0
2024-12,MED016,Sertraline 50mg,Psychiatrique,53,143,90,0,15,9.0
2025-01,MED016,Sertraline 50mg,Psychiatrique,30,120,90,0,15,9.0
2025-02,MED016,Sertraline 50mg,Psychiatrique,22,112,90,0,15,9.0
2025-03,MED016,Sertraline 50mg,Psychiatrique,37,127,90,0,15,9.0
