date,medication_id,medication_name,category,quantity_sold,unit_price,revenue
2022-06-09,MED010,Doliprane 1000mg,Antalgique,38,3.9,148.2
2022-06-09,MED011,Augmentin 875mg,Antibiotique,6,19.5,117.0
2022-06-09,MED012,Ventoline 100mcg,Respiratoire,3,18.2,54.6
2022-06-09,MED013,Atorvastatine 20mg,Cardiovasculaire,7,9.1,63.7
2022-06-09,MED014,Lévothyroxine 50mcg,Thyroïde,5,7.15,35.75
2022-06-09,MED015,Pantoprazole 40mg,Gastrique,7,7.8,54.6
2022-06-09,MED016,Sertraline 50mg,Psychiatrique,4,11.7,46.8
2022-06-09,MED017,Lansoprazole 30mg,Gastrique,6,7.15,42.9
2022-06-09,MED018,Cétirizine 10mg,Antihistaminique,22,4.55,100.1
2022-06-09,MED019,Diclofénac 50mg,Anti-inflammatoire,9,5.2,46.8
2022-06-09,MED020,Tramadol 50mg,Antalgique,4,7.8,31.2
2022-06-09,MED021,Fluconazole 150mg,Antifongique,3,13.0,39.0
2022-06-09,MED022,Ciprofloxacine 500mg,Antibiotique,4,15.6,62.4
2022-06-09,MED023,Doxycycline 100mg,Antibiotique,3,11.05,33.15
2022-06-09,MED024,Prednisolone 5mg,Corticoïde,5,5.85,29.25
2022-06-09,MED025,Vitamine D3 1000UI,Supplément,11,4.55,50.05
2022-06-09,MED026,Magnésium 300mg,Supplément,8,5.2,41.6
2022-06-09,MED027,Fer 80mg,Supplément,7,3.9,27.3
2022-06-09,MED028,Acide Folique 5mg,Supplément,5,3.25,16.25
2022-06-09,MED029,Bisoprolol 5mg,Cardiovasculaire,5,6.5,32.5
2022-06-09,MED030,Ramipril 5mg,Cardiovasculaire,4,7.15,28.6
2022-06-10,MED001,Paracétamol 500mg,Antalgique,33,3.25,107.25
2022-06-10,MED002,Amoxicilline 500mg,Antibiotique,10,10.4,104.0
2022-06-10,MED003,Ibuprofène 400mg,Anti-inflammatoire,23,4.55,104.65
2022-06-10,MED004,Oméprazole 20mg,Gastrique,13,6.5,84.5
2022-06-10,MED005,Metformine 850mg,Diabète,9,5.2,46.8
2022-06-10,MED006,Amlodipine 5mg,Cardiovasculaire,7,8.45,59.15
2022-06-10,MED007,Salbutamol Spray,Respiratoire,3,15.6,46.8
2022-06-10,MED008,Loratadine 10mg,Antihistaminique,25,5.85,146.25
2022-06-10,MED009,Vitamine C 1000mg,Supplément,18,3.9,70.2
2022-06-10,MED010,Doliprane 1000mg,Antalgique,31,3.9,120.9
2022-06-10,MED011,Augmentin 875mg,Antibiotique,7,19.5,136.5
2022-06-10,MED012,Ventoline 100mcg,Respiratoire,2,18.2,36.4
2022-06-10,MED013,Atorvastatine 20mg,Cardiovasculaire,10,9.1,91.0
2022-06-10,MED014,Lévothyroxine 50mcg,Thyroïde,5,7.15,35.75
2022-06-10,MED015,Pantoprazole 40mg,Gastrique,11,7.8,85.8
2022-06-10,MED016,Sertraline 50mg,Psychiatrique,3,11.7,35.1
2022-06-10,MED017,Lansoprazole 30mg,Gastrique,6,7.15,42.9
2022-06-10,MED018,Cétirizine 10mg,Antihistaminique,27,4.55,122.85
2022-06-10,MED019,Diclofénac 50mg,Anti-inflammatoire,9,5.2,46.8
2022-06-10,MED020,Tramadol 50mg,Antalgique,5,7.8,39.0
2022-06-10,MED021,Fluconazole 150mg,Antifongique,6,13.0,78.0
2022-06-10,MED022,Ciprofloxacine 500mg,Antibiotique,7,15.6,109.2
2022-06-10,MED023,Doxycycline 100mg,Antibiotique,5,11.05,55.25
2022-06-10,MED024,Prednisolone 5mg,Corticoïde,6,5.85,35.1
2022-06-10,MED025,Vitamine D3 1000UI,Supplément,15,4.55,68.25
2022-06-10,MED026,Magnésium 300mg,Supplément,7,5.2,36.4
2022-06-10,MED027,Fer 80mg,Supplément,7,3.9,27.3
2022-06-10,MED028,Acide Folique 5mg,Supplément,6,3.25,19.5
2022-06-10,MED029,Bisoprolol 5mg,Cardiovasculaire,8,6.5,52.0
2022-06-10,MED030,Ramipril 5mg,Cardiovasculaire,7,7.15,50.05
2022-06-11,MED001,Paracétamol 500mg,Antalgique,24,3.25,78.0
2022-06-11,MED002,Amoxicilline 500mg,Antibiotique,7,10.4,72.8
2022-06-11,MED003,Ibuprofène 400mg,Anti-inflammatoire,20,4.55,91.0
2022-06-11,MED004,Oméprazole 20mg,Gastrique,10,6.5,65.0
2022-06-11,MED005,Metformine 850mg,Diabète,8,5.2,41.6
2022-06-11,MED006,Amlodipine 5mg,Cardiovasculaire,5,8.45,42.25
2022-06-11,MED007,Salbutamol Spray,Respiratoire,3,15.6,46.8
2022-06-11,MED008,Loratadine 10mg,Antihistaminique,18,5.85,105.3
2022-06-11,MED009,Vitamine C 1000mg,Supplément,10,3.9,39.0
2022-06-11,MED010,Doliprane 1000mg,Antalgique,37,3.9,144.3
2022-06-11,MED011,Augmentin 875mg,Antibiotique,5,19.5,97.5
2022-06-11,MED012,Ventoline 100mcg,Respiratoire,2,18.2,36.4
2022-06-11,MED013,Atorvastatine 20mg,Cardiovasculaire,7,9.1,63.7
2022-06-11,MED014,Lévothyroxine 50mcg,Thyroïde,5,7.15,35.75
2022-06-11,MED015,Pantoprazole 40mg,Gastrique,9,7.8,70.2
2022-06-11,MED016,Sertraline 50mg,Psychiatrique,3,11.7,35.1
2022-06-11,MED017,Lansoprazole 30mg,Gastrique,7,7.15,50.05
2022-06-11,MED018,Cétirizine 10mg,Antihistaminique,25,4.55,113.75
2022-06-11,MED019,Diclofénac 50mg,Anti-inflammatoire,10,5.2,52.0
2022-06-11,MED020,Tramadol 50mg,Antalgique,4,7.8,31.2
2022-06-11,MED021,Fluconazole 150mg,Antifongique,4,13.0,52.0
2022-06-11,MED022,Ciprofloxacine 500mg,Antibiotique,5,15.6,78.0
2022-06-11,MED023,Doxycycline 100mg,Antibiotique,3,11.05,33.15
2022-06-11,MED024,Prednisolone 5mg,Corticoïde,6,5.85,35.1
2022-06-11,MED025,Vitamine D3 1000UI,Supplément,11,4.55,50.05
2022-06-11,MED026,Magnésium 300mg,Supplément,7,5.2,36.4
2022-06-11,MED027,Fer 80mg,Supplément,6,3.9,23.4
2022-06-11,MED028,Acide Folique 5mg,Supplément,5,3.25,16.25
2022-06-11,MED029,Bisoprolol 5mg,Cardiovasculaire,4,6.5,26.0
2022-06-11,MED030,Ramipril 5mg,Cardiovasculaire,6,7.15,42.9
2022-06-12,MED001,Paracétamol 500mg,Antalgique,16,3.25,52.0
2022-06-12,MED002,Amoxicilline 500mg,Antibiotique,5,10.4,52.0
2022-06-12,MED003,Ibuprofène 400mg,Anti-inflammatoire,11,4.55,50.05
2022-06-12,MED004,Oméprazole 20mg,Gastrique,5,6.5,32.5
2022-06-12,MED005,Metformine 850mg,Diabète,4,5.2,20.8
2022-06-12,MED006,Amlodipine 5mg,Cardiovasculaire,3,8.45,25.35
2022-06-12,MED007,Salbutamol Spray,Respiratoire,1,15.6,15.6
2022-06-12,MED008,Loratadine 10mg,Antihistaminique,9,5.85,52.65
2022-06-12,MED009,Vitamine C 1000mg,Supplément,4,3.9,15.6
2022-06-12,MED010,Doliprane 1000mg,Antalgique,16,3.9,62.4
2022-06-12,MED011,Augmentin 875mg,Antibiotique,2,19.5,39.0
2022-06-12,MED012,Ventoline 100mcg,Respiratoire,1,18.2,18.2
2022-06-12,MED013,Atorvastatine 20mg,Cardiovasculaire,4,9.1,36.4
2022-06-12,MED014,Lévothyroxine 50mcg,Thyroïde,2,7.15,14.3
2022-06-12,MED015,Pantoprazole 40mg,Gastrique,5,7.8,39.0
2022-06-12,MED016,Sertraline 50mg,Psychiatrique,1,11.7,11.7
2022-06-12,MED017,Lansoprazole 30mg,Gastrique,4,7.15,28.6
2022-06-12,MED018,Cétirizine 10mg,Antihistaminique,10,4.55,45.5
2022-06-12,MED019,Diclofénac 50mg,Anti-inflammatoire,3,5.2,15.6
2022-06-12,MED020,Tramadol 50mg,Antalgique,2,7.8,15.6
2022-06-12,MED021,Fluconazole 150mg,Antifongique,1,13.0,13.0
2022-06-12,MED022,Ciprofloxacine 500mg,Antibiotique,1,15.6,15.6
2022-06-12,MED023,Doxycycline 100mg,Antibiotique,1,11.05,11.05
2022-06-12,MED024,Prednisolone 5mg,Corticoïde,2,5.85,11.7
2022-06-12,MED025,Vitamine D3 1000UI,Supplément,4,4.55,18.2
2022-06-12,MED026,Magnésium 300mg,Supplément,3,5.2,15.6
2022-06-12,MED027,Fer 80mg,Supplément,2,3.9,7.8
2022-06-12,MED028,Acide Folique 5mg,Supplément,3,3.25,9.75
2022-06-12,MED029,Bisoprolol 5mg,Cardiovasculaire,2,6.5,13.0
2022-06-12,MED030,Ramipril 5mg,Cardiovasculaire,1,7.15,7.15
2022-06-13,MED001,Paracétamol 500mg,Antalgique,27,3.25,87.75
2022-06-13,MED002,Amoxicilline 500mg,Antibiotique,8,10.4,83.2
2022-06-13,MED003,Ibuprofène 400mg,Anti-inflammatoire,16,4.55,72.8
2022-06-13,MED004,Oméprazole 20mg,Gastrique,14,6.5,91.0
2022-06-13,MED005,Metformine 850mg,Diabète,8,5.2,41.6
2022-06-13,MED006,Amlodipine 5mg,Cardiovasculaire,5,8.45,42.25
2022-06-13,MED007,Salbutamol Spray,Respiratoire,3,15.6,46.8
2022-06-13,MED008,Loratadine 10mg,Antihistaminique,22,5.85,128.7
2022-06-13,MED009,Vitamine C 1000mg,Supplément,15,3.9,58.5
2022-06-13,MED010,Doliprane 1000mg,Antalgique,22,3.9,85.8
2022-06-13,MED011,Augmentin 875mg,Antibiotique,4,19.5,78.0
2022-06-13,MED012,Ventoline 100mcg,Respiratoire,2,18.2,36.4
2022-06-13,MED013,Atorvastatine 20mg,Cardiovasculaire,7,9.1,63.7
2022-06-13,MED014,Lévothyroxine 50mcg,Thyroïde,5,7.15,35.75
2022-06-13,MED015,Pantoprazole 40mg,Gastrique,8,7.8,62.4
2022-06-13,MED016,Sertraline 50mg,Psychiatrique,3,11.7,35.1
2022-06-13,MED017,Lansoprazole 30mg,Gastrique,10,7.15,71.5
2022-06-13,MED018,Cétirizine 10mg,Antihistaminique,23,4.55,104.65
2022-06-13,MED019,Diclofénac 50mg,Anti-inflammatoire,10,5.2,52.0
2022-06-13,MED020,Tramadol 50mg,Antalgique,5,7.8,39.0
2022-06-13,MED021,Fluconazole 150mg,Antifongique,4,13.0,52.0
2022-06-13,MED022,Ciprofloxacine 500mg,Antibiotique,4,15.6,62.4
2022-06-13,MED023,Doxycycline 100mg,Antibiotique,3,11.05,33.15
2022-06-13,MED024,Prednisolone 5mg,Corticoïde,5,5.85,29.25
2022-06-13,MED025,Vitamine D3 1000UI,Supplément,11,4.55,50.05
2022-06-13,MED026,Magnésium 300mg,Supplément,9,5.2,46.8
2022-06-13,MED027,Fer 80mg,Supplément,8,3.9,31.2
2022-06-13,MED028,Acide Folique 5mg,Supplément,6,3.25,19.5
2022-06-13,MED029,Bisoprolol 5mg,Cardiovasculaire,5,6.5,32.5
2022-06-13,MED030,Ramipril 5mg,Cardiovasculaire,6,7.15,42.9
2022-06-14,MED001,Paracétamol 500mg,Antalgique,32,3.25,104.0
2022-06-14,MED002,Amoxicilline 500mg,Antibiotique,10,10.4,104.0
2022-06-14,MED003,Ibuprofène 400mg,Anti-inflammatoire,25,4.55,113.75
2022-06-14,MED004,Oméprazole 20mg,Gastrique,16,6.5,104.0
2022-06-14,MED005,Metformine 850mg,Diabète,10,5.2,52.0
2022-06-14,MED006,Amlodipine 5mg,Cardiovasculaire,7,8.45,59.15
2022-06-14,MED007,Salbutamol Spray,Respiratoire,4,15.6,62.4
2022-06-14,MED008,Loratadine 10mg,Antihistaminique,17,5.85,99.45
2022-06-14,MED009,Vitamine C 1000mg,Supplément,12,3.9,46.8
2022-06-14,MED010,Doliprane 1000mg,Antalgique,39,3.9,152.1
2022-06-14,MED011,Augmentin 875mg,Antibiotique,5,19.5,97.5
2022-06-14,MED012,Ventoline 100mcg,Respiratoire,3,18.2,54.6
2022-06-14,MED013,Atorvastatine 20mg,Cardiovasculaire,8,9.1,72.8
2022-06-14,MED014,Lévothyroxine 50mcg,Thyroïde,5,7.15,35.75
2022-06-14,MED015,Pantoprazole 40mg,Gastrique,10,7.8,78.0
2022-06-14,MED016,Sertraline 50mg,Psychiatrique,5,11.7,58.5
2022-06-14,MED017,Lansoprazole 30mg,Gastrique,7,7.15,50.05
2022-06-14,MED018,Cétirizine 10mg,Antihistaminique,23,4.55,104.65
2022-06-14,MED019,Diclofénac 50mg,Anti-inflammatoire,10,5.2,52.0
2022-06-14,MED020,Tramadol 50mg,Antalgique,6,7.8,46.8
2022-06-14,MED021,Fluconazole 150mg,Antifongique,4,13.0,52.0
2022-06-14,MED022,Ciprofloxacine 500mg,Antibiotique,5,15.6,78.0
2022-06-14,MED023,Doxycycline 100mg,Antibiotique,3,11.05,33.15
2022-06-14,MED024,Prednisolone 5mg,Corticoïde,5,5.85,29.25
2022-06-14,MED025,Vitamine D3 1000UI,Supplément,10,4.55,45.5
2022-06-14,MED026,Magnésium 300mg,Supplément,10,5.2,52.0
2022-06-14,MED027,Fer 80mg,Supplément,7,3.9,27.3
2022-06-14,MED028,Acide Folique 5mg,Supplément,5,3.25,16.25
2022-06-14,MED029,Bisoprolol 5mg,Cardiovasculaire,6,6.5,39.0
2022-06-14,MED030,Ramipril 5mg,Cardiovasculaire,6,7.15,42.9
2022-06-15,MED001,Paracétamol 500mg,Antalgique,25,3.25,81.25
2022-06-15,MED002,Amoxicilline 500mg,Antibiotique,7,10.4,72.8
2022-06-15,MED003,Ibuprofène 400mg,Anti-inflammatoire,15,4.55,68.25
2022-06-15,MED004,Oméprazole 20mg,Gastrique,9,6.5,58.5
2022-06-15,MED005,Metformine 850mg,Diabète,8,5.2,41.6
2022-06-15,MED006,Amlodipine 5mg,Cardiovasculaire,5,8.45,42.25
2022-06-15,MED007,Salbutamol Spray,Respiratoire,2,15.6,31.2
2022-06-15,MED008,Loratadine 10mg,Antihistaminique,17,5.85,99.45
2022-06-15,MED009,Vitamine C 1000mg,Supplément,14,3.9,54.6
2022-06-15,MED010,Doliprane 1000mg,Antalgique,36,3.9,140.4
2022-06-15,MED011,Augmentin 875mg,Antibiotique,5,19.5,97.5
2022-06-15,MED012,Ventoline 100mcg,Respiratoire,3,18.2,54.6
2022-06-15,MED013,Atorvastatine 20mg,Cardiovasculaire,5,9.1,45.5
2022-06-15,MED014,Lévothyroxine 50mcg,Thyroïde,6,7.15,42.9
2022-06-15,MED015,Pantoprazole 40mg,Gastrique,10,7.8,78.0
2022-06-15,MED016,Sertraline 50mg,Psychiatrique,3,11.7,35.1
2022-06-15,MED017,Lansoprazole 30mg,Gastrique,6,7.15,42.9
2022-06-15,MED018,Cétirizine 10mg,Antihistaminique,19,4.55,86.45
2022-06-15,MED019,Diclofénac 50mg,Anti-inflammatoire,9,5.2,46.8
2022-06-15,MED020,Tramadol 50mg,Antalgique,5,7.8,39.0
2022-06-15,MED021,Fluconazole 150mg,Antifongique,4,13.0,52.0
2022-06-15,MED022,Ciprofloxacine 500mg,Antibiotique,4,15.6,62.4
2022-06-15,MED023,Doxycycline 100mg,Antibiotique,3,11.05,33.15
2022-06-15,MED024,Prednisolone 5mg,Corticoïde,6,5.85,35.1
2022-06-15,MED025,Vitamine D3 1000UI,Supplément,11,4.55,50.05
2022-06-15,MED026,Magnésium 300mg,Supplément,8,5.2,41.6
2022-06-15,MED027,Fer 80mg,Supplément,8,3.9,31.2
2022-06-15,MED028,Acide Folique 5mg,Supplément,5,3.25,16.25
2022-06-15,MED029,Bisoprolol 5mg,Cardiovasculaire,5,6.5,32.5
2022-06-15,MED030,Ramipril 5mg,Cardiovasculaire,5,7.15,35.75
2022-06-16,MED001,Paracétamol 500mg,Antalgique,31,3.25,100.75
2022-06-16,MED002,Amoxicilline 500mg,Antibiotique,7,10.4,72.8
2022-06-16,MED003,Ibuprofène 400mg,Anti-inflammatoire,14,4.55,63.7
2022-06-16,MED004,Oméprazole 20mg,Gastrique,11,6.5,71.5
2022-06-16,MED005,Metformine 850mg,Diabète,12,5.2,62.4
2022-06-16,MED006,Amlodipine 5mg,Cardiovasculaire,6,8.45,50.7
2022-06-16,MED007,Salbutamol Spray,Respiratoire,3,15.6,46.8
2022-06-16,MED008,Loratadine 10mg,Antihistaminique,19,5.85,111.15
2022-06-16,MED009,Vitamine C 1000mg,Supplément,14,3.9,54.6
2022-06-16,MED010,Doliprane 1000mg,Antalgique,33,3.9,128.7
2022-06-16,MED011,Augmentin 875mg,Antibiotique,6,19.5,117.0
2022-06-16,MED012,Ventoline 100mcg,Respiratoire,2,18.2,36.4
2022-06-16,MED013,Atorvastatine 20mg,Cardiovasculaire,6,9.1,54.6
2022-06-16,MED014,Lévothyroxine 50mcg,Thyroïde,6,7.15,42.9
2022-06-16,MED015,Pantoprazole 40mg,Gastrique,9,7.8,70.2
2022-06-16,MED016,Sertraline 50mg,Psychiatrique,3,11.7,35.1
2022-06-16,MED017,Lansoprazole 30mg,Gastrique,5,7.15,35.75
2022-06-16,MED018,Cétirizine 10mg,Antihistaminique,18,4.55,81.9
2022-06-16,MED019,Diclofénac 50mg,Anti-inflammatoire,8,5.2,41.6
2022-06-16,MED020,Tramadol 50mg,Antalgique,5,7.8,39.0
2022-06-16,MED021,Fluconazole 150mg,Antifongique,3,13.0,39.0
2022-06-16,MED022,Ciprofloxacine 500mg,Antibiotique,4,15.6,62.4
2022-06-16,MED023,Doxycycline 100mg,Antibiotique,3,11.05,33.15
2022-06-16,MED024,Prednisolone 5mg,Corticoïde,7,5.85,40.95
2022-06-16,MED025,Vitamine D3 1000UI,Supplément,14,4.55,63.7
2022-06-16,MED026,Magnésium 300mg,Supplément,8,5.2,41.6
2022-06-16,MED027,Fer 80mg,Supplément,7,3.9,27.3
2022-06-16,MED028,Acide Folique 5mg,Supplément,5,3.25,16.25
2022-06-16,MED029,Bisoprolol 5mg,Cardiovasculaire,5,6.5,32.5
2022-06-16,MED030,Ramipril 5mg,Cardiovasculaire,5,7.15,35.75
2022-06-17,MED001,Paracétamol 500mg,Antalgique,34,3.25,110.5
2022-06-17,MED002,Amoxicilline 500mg,Antibiotique,10,10.4,104.0
2022-06-17,MED003,Ibuprofène 400mg,Anti-inflammatoire,24,4.55,109.2
2022-06-17,MED004,Oméprazole 20mg,Gastrique,14,6.5,91.0
2022-06-17,MED005,Metformine 850mg,Diabète,9,5.2,46.8
2022-06-17,MED006,Amlodipine 5mg,Cardiovasculaire,10,8.45,84.5
2022-06-17,MED007,Salbutamol Spray,Respiratoire,3,15.6,46.8
2022-06-17,MED008,Loratadine 10mg,Antihistaminique,21,5.85,122.85
2022-06-17,MED009,Vitamine C 1000mg,Supplément,15,3.9,58.5
2022-06-17,MED010,Doliprane 1000mg,Antalgique,37,3.9,144.3
2022-06-17,MED011,Augmentin 875mg,Antibiotique,6,19.5,117.0
2022-06-17,MED012,Ventoline 100mcg,Respiratoire,2,18.2,36.4
2022-06-17,MED013,Atorvastatine 20mg,Cardiovasculaire,9,9.1,81.9
2022-06-17,MED014,Lévothyroxine 50mcg,Thyroïde,4,7.15,28.6
2022-06-17,MED015,Pantoprazole 40mg,Gastrique,9,7.8,70.2
2022-06-17,MED016,Sertraline 50mg,Psychiatrique,5,11.7,58.5
2022-06-17,MED017,Lansoprazole 30mg,Gastrique,6,7.15,42.9
2022-06-17,MED018,Cétirizine 10mg,Antihistaminique,18,4.55,81.9
2022-06-17,MED019,Diclofénac 50mg,Anti-inflammatoire,8,5.2,41.6
2022-06-17,MED020,Tramadol 50mg,Antalgique,8,7.8,62.4
2022-06-17,MED021,Fluconazole 150mg,Antifongique,3,13.0,39.0
2022-06-17,MED022,Ciprofloxacine 500mg,Antibiotique,4,15.6,62.4
2022-06-17,MED023,Doxycycline 100mg,Antibiotique,3,11.05,33.15
2022-06-17,MED024,Prednisolone 5mg,Corticoïde,6,5.85,35.1
2022-06-17,MED025,Vitamine D3 1000UI,Supplément,11,4.55,50.05
2022-06-17,MED026,Magnésium 300mg,Supplément,9,5.2,46.8
2022-06-17,MED027,Fer 80mg,Supplément,10,3.9,39.0
2022-06-17,MED028,Acide Folique 5mg,Supplément,5,3.25,16.25
2022-06-17,MED029,Bisoprolol 5mg,Cardiovasculaire,6,6.5,39.0
2022-06-17,MED030,Ramipril 5mg,Cardiovasculaire,6,7.15,42.9
2022-06-18,MED001,Paracétamol 500mg,Antalgique,22,3.25,71.5
2022-06-18,MED002,Amoxicilline 500mg,Antibiotique,9,10.4,93.6
2022-06-18,MED003,Ibuprofène 400mg,Anti-inflammatoire,16,4.55,72.8
2022-06-18,MED004,Oméprazole 20mg,Gastrique,12,6.5,78.0
2022-06-18,MED005,Metformine 850mg,Diabète,8,5.2,41.6
2022-06-18,MED006,Amlodipine 5mg,Cardiovasculaire,4,8.45,33.8
2022-06-18,MED007,Salbutamol Spray,Respiratoire,3,15.6,46.8
2022-06-18,MED008,Loratadine 10mg,Antihistaminique,22,5.85,128.7
2022-06-18,MED009,Vitamine C 1000mg,Supplément,12,3.9,46.8
2022-06-18,MED010,Doliprane 1000mg,Antalgique,27,3.9,105.3
2022-06-18,MED011,Augmentin 875mg,Antibiotique,6,19.5,117.0
2022-06-18,MED012,Ventoline 100mcg,Respiratoire,3,18.2,54.6
2022-06-18,MED013,Atorvastatine 20mg,Cardiovasculaire,7,9.1,63.7
2022-06-18,MED014,Lévothyroxine 50mcg,Thyroïde,5,7.15,35.75
2022-06-18,MED015,Pantoprazole 40mg,Gastrique,9,7.8,70.2
2022-06-18,MED016,Sertraline 50mg,Psychiatrique,2,11.7,23.4
2022-06-18,MED017,Lansoprazole 30mg,Gastrique,6,7.15,42.9
2022-06-18,MED018,Cétirizine 10mg,Antihistaminique,26,4.55,118.3
2022-06-18,MED019,Diclofénac 50mg,Anti-inflammatoire,8,5.2,41.6
2022-06-18,MED020,Tramadol 50mg,Antalgique,4,7.8,31.2
2022-06-18,MED021,Fluconazole 150mg,Antifongique,4,13.0,52.0
2022-06-18,MED022,Ciprofloxacine 500mg,Antibiotique,4,15.6,62.4
2022-06-18,MED023,Doxycycline 100mg,Antibiotique,3,11.05,33.15
2022-06-18,MED024,Prednisolone 5mg,Corticoïde,4,5.85,23.4
2022-06-18,MED025,Vitamine D3 1000UI,Supplément,8,4.55,36.4
2022-06-18,MED026,Magnésium 300mg,Supplément,9,5.2,46.8
2022-06-18,MED027,Fer 80mg,Supplément,6,3.9,23.4
2022-06-18,MED028,Acide Folique 5mg,Supplément,4,3.25,13.0
2022-06-18,MED029,Bisoprolol 5mg,Cardiovasculaire,5,6.5,32.5
2022-06-18,MED030,Ramipril 5mg,Cardiovasculaire,4,7.15,28.6
2022-06-19,MED001,Paracétamol 500mg,Antalgique,11,3.25,35.75
2022-06-19,MED002,Amoxicilline 500mg,Antibiotique,5,10.4,52.0
2022-06-19,MED003,Ibuprofène 400mg,Anti-inflammatoire,9,4.55,40.95
2022-06-19,MED004,Oméprazole 20mg,Gastrique,5,6.5,32.5
2022-06-19,MED005,Metformine 850mg,Diabète,4,5.2,20.8
2022-06-19,MED006,Amlodipine 5mg,Cardiovasculaire,3,8.45,25.35
2022-06-19,MED007,Salbutamol Spray,Respiratoire,1,15.6,15.6
2022-06-19,MED008,Loratadine 10mg,Antihistaminique,7,5.85,40.95
2022-06-19,MED009,Vitamine C 1000mg,Supplément,7,3.9,27.3
2022-06-19,MED010,Doliprane 1000mg,Antalgique,16,3.9,62.4
2022-06-19,MED011,Augmentin 875mg,Antibiotique,2,19.5,39.0
2022-06-19,MED012,Ventoline 100mcg,Respiratoire,1,18.2,18.2
2022-06-19,MED013,Atorvastatine 20mg,Cardiovasculaire,4,9.1,36.4
2022-06-19,MED014,Lévothyroxine 50mcg,Thyroïde,2,7.15,14.3
2022-06-19,MED015,Pantoprazole 40mg,Gastrique,4,7.8,31.2
2022-06-19,MED016,Sertraline 50mg,Psychiatrique,1,11.7,11.7
2022-06-19,MED017,Lansoprazole 30mg,Gastrique,3,7.15,21.45
2022-06-19,MED018,Cétirizine 10mg,Antihistaminique,8,4.55,36.4
2022-06-19,MED019,Diclofénac 50mg,Anti-inflammatoire,4,5.2,20.8
2022-06-19,MED020,Tramadol 50mg,Antalgique,3,7.8,23.4
2022-06-19,MED021,Fluconazole 150mg,Antifongique,2,13.0,26.0
2022-06-19,MED022,Ciprofloxacine 500mg,Antibiotique,2,15.6,31.2
2022-06-19,MED023,Doxycycline 100mg,Antibiotique,2,11.05,22.1
2022-06-19,MED024,Prednisolone 5mg,Corticoïde,3,5.85,17.55
2022-06-19,MED025,Vitamine D3 1000UI,Supplément,4,4.55,18.2
2022-06-19,MED026,Magnésium 300mg,Supplément,4,5.2,20.8
2022-06-19,MED027,Fer 80mg,Supplément,3,3.9,11.7
2022-06-19,MED028,Acide Folique 5mg,Supplément,2,3.25,6.5
2022-06-19,MED029,Bisoprolol 5mg,Cardiovasculaire,2,6.5,13.0
2022-06-19,MED030,Ramipril 5mg,Cardiovasculaire,2,7.15,14.3
2022-06-20,MED001,Paracétamol 500mg,Antalgique,30,3.25,97.5
2022-06-20,MED002,Amoxicilline 500mg,Antibiotique,11,10.4,114.4
2022-06-20,MED003,Ibuprofène 400mg,Anti-inflammatoire,22,4.55,100.1
2022-06-20,MED004,Oméprazole 20mg,Gastrique,14,6.5,91.0
2022-06-20,MED005,Metformine 850mg,Diabète,7,5.2,36.4
2022-06-20,MED006,Amlodipine 5mg,Cardiovasculaire,6,8.45,50.7
2022-06-20,MED007,Salbutamol Spray,Respiratoire,3,15.6,46.8
2022-06-20,MED008,Loratadine 10mg,Antihistaminique,23,5.85,134.55
2022-06-20,MED009,Vitamine C 1000mg,Supplément,13,3.9,50.7
2022-06-20,MED010,Doliprane 1000mg,Antalgique,42,3.9,163.8
2022-06-20,MED011,Augmentin 875mg,Antibiotique,5,19.5,97.5
2022-06-20,MED012,Ventoline 100mcg,Respiratoire,2,18.2,36.4
2022-06-20,MED013,Atorvastatine 20mg,Cardiovasculaire,8,9.1,72.8
2022-06-20,MED014,Lévothyroxine 50mcg,Thyroïde,7,7.15,50.05
2022-06-20,MED015,Pantoprazole 40mg,Gastrique,10,7.8,78.0
2022-06-20,MED016,Sertraline 50mg,Psychiatrique,2,11.7,23.4
2022-06-20,MED017,Lansoprazole 30mg,Gastrique,5,7.15,35.75
2022-06-20,MED018,Cétirizine 10mg,Antihistaminique,24,4.55,109.2
2022-06-20,MED019,Diclofénac 50mg,Anti-inflammatoire,7,5.2,36.4
2022-06-20,MED020,Tramadol 50mg,Antalgique,5,7.8,39.0
2022-06-20,MED021,Fluconazole 150mg,Antifongique,4,13.0,52.0
2022-06-20,MED022,Ciprofloxacine 500mg,Antibiotique,3,15.6,46.8
2022-06-20,MED023,Doxycycline 100mg,Antibiotique,3,11.05,33.15
2022-06-20,MED024,Prednisolone 5mg,Corticoïde,5,5.85,29.25
2022-06-20,MED025,Vitamine D3 1000UI,Supplément,8,4.55,36.4
2022-06-20,MED026,Magnésium 300mg,Supplément,8,5.2,41.6
2022-06-20,MED027,Fer 80mg,Supplément,6,3.9,23.4
2022-06-20,MED028,Acide Folique 5mg,Supplément,6,3.25,19.5
2022-06-20,MED029,Bisoprolol 5mg,Cardiovasculaire,6,6.5,39.0
2022-06-20,MED030,Ramipril 5mg,Cardiovasculaire,5,7.15,35.75
2022-06-21,MED001,Paracétamol 500mg,Antalgique,26,3.25,84.5
2022-06-21,MED002,Amoxicilline 500mg,Antibiotique,9,10.4,93.6
2022-06-21,MED003,Ibuprofène 400mg,Anti-inflammatoire,15,4.55,68.25
2022-06-21,MED004,Oméprazole 20mg,Gastrique,10,6.5,65.0
2022-06-21,MED005,Metformine 850mg,Diabète,7,5.2,36.4
